entity_id,total_brl,media_brl,n_transacoes,min_brl,max_brl,n_cross_border,n_ip_anomaly,n_device_rooted,n_sanctions
C100840,57447.24,3379.25,17,659.92,9361.76,3,0,0,0
C100841,48272.33,3448.02,14,489.0,9872.29,3,0,0,0
C100842,98965.85,4948.29,20,486.49,24134.97,7,0,1,0
C100843,40369.16,3364.1,12,491.85,9362.8,1,0,0,0
C100844,50778.82,3385.25,15,337.65,18740.19,2,0,1,0
C100845,92369.18,7105.32,13,214.94,23949.62,3,0,0,0
C100846,90956.88,3954.65,23,260.75,15269.04,5,0,1,0
C100847,104596.82,3873.96,27,332.54,11448.05,8,1,1,0
C100848,58473.45,5847.34,10,839.82,27049.11,0,0,0,0
C100849,52001.51,3714.39,14,807.2,7282.62,2,0,0,0
C100850,92185.74,5121.43,18,449.89,21510.7,6,0,0,0
C100851,131567.79,10963.98,12,416.86,42813.36,6,0,1,0
C100852,138458.22,9230.55,15,1207.15,23816.31,4,0,0,0
C100853,136816.97,4886.32,28,219.87,20498.63,6,0,0,0
C100854,81142.61,3688.3,22,304.0,11425.63,6,0,1,0
C100855,78419.49,5601.39,14,600.0,22595.1,2,0,2,0
C100856,59882.9,4277.35,14,300.87,17693.93,1,0,0,0
C100857,121496.85,7593.55,16,1317.98,49462.79,1,1,1,0
C100858,43028.33,3585.69,12,468.37,10831.14,0,0,0,0
C100859,60706.6,3794.16,16,932.53,12102.39,4,0,0,0
C100860,119077.77,4579.91,26,766.53,17147.66,8,1,1,0
C100861,140062.82,8238.99,17,777.15,50836.51,1,0,1,0
C100862,26784.17,2060.32,13,391.46,8308.05,2,0,1,0
C100863,68678.9,3433.94,20,196.62,15130.77,2,0,0,0
C100864,75598.42,3023.94,25,355.19,10381.9,4,0,0,0
C100865,93667.61,5509.86,17,323.48,22328.61,1,0,0,0
C100866,97750.4,4443.2,22,750.56,18172.7,7,0,0,0
C100867,60670.53,3791.91,16,871.64,12864.46,4,0,0,0
C100868,48419.65,4841.96,10,993.04,16100.04,4,0,1,0
C100869,106663.81,9696.71,11,903.19,36201.47,3,0,0,0
C100870,84293.65,4958.45,17,304.18,18015.48,4,0,1,0
C100871,133451.2,7850.07,17,199.19,60253.42,3,0,0,0
C100872,65596.55,4099.78,16,854.36,11940.9,2,0,0,0
C100873,68975.34,3284.54,21,1124.67,8657.44,6,0,1,0
C100874,91211.07,4343.38,21,628.43,19404.59,6,0,2,0
C100875,75803.24,4737.7,16,551.84,29069.88,4,0,0,0
C100876,51616.69,2867.59,18,669.61,7258.17,3,1,0,0
C100877,75202.52,3269.67,23,496.41,17467.54,4,0,2,0
C100878,79744.0,3987.2,20,484.21,12637.87,6,0,0,0
C100879,74587.08,4387.48,17,255.24,14140.39,2,0,0,0
C100880,106441.76,5322.09,20,231.52,23469.09,4,0,1,0
C100881,43296.88,2886.46,15,551.9,6612.49,3,1,0,0
C100882,83982.2,7634.75,11,769.44,52276.94,1,2,0,0
C100883,52310.16,3736.44,14,137.44,17183.56,1,0,0,0
C100884,67265.15,4484.34,15,1269.34,17495.41,5,0,0,0
C100885,130718.61,8169.91,16,431.52,53423.4,3,0,2,0
C100886,104008.77,4333.7,24,174.67,20712.88,8,0,3,0
C100887,119679.56,4986.65,24,509.94,29952.07,5,0,0,0
C100888,74619.9,3391.81,22,275.48,16738.65,5,0,0,0
C100889,109816.8,9151.4,12,1198.49,46897.12,0,0,0,0
C100890,88533.81,4426.69,20,332.4,19650.51,2,0,0,0
C100891,50472.58,2968.98,17,244.0,15891.18,4,1,2,0
C100892,109040.59,4193.87,26,275.3,24410.56,3,0,1,0
C100893,90006.84,5000.38,18,647.65,29467.33,6,0,0,0
C100894,77192.84,3675.85,21,1093.51,10929.78,2,0,2,0
C100895,51807.76,2467.04,21,496.71,7200.1,3,0,2,0
C100896,79314.84,4406.38,18,611.71,14096.65,2,0,0,0
C100897,39090.93,3553.72,11,253.62,7157.99,1,0,0,0
C100898,92578.41,5786.15,16,551.64,26491.44,2,0,0,0
C100899,78257.65,3726.55,21,420.42,12976.4,8,0,1,0
C100900,66541.88,3502.2,19,996.54,11420.57,4,0,1,0
C100901,43297.69,3936.15,11,613.75,11452.91,1,0,0,0
C100902,150427.77,6017.11,25,364.3,41269.02,2,0,1,0
C100903,69178.75,3458.94,20,369.38,12159.39,5,1,0,0
C100904,63202.96,3511.28,18,545.15,14082.88,1,0,0,0
C100905,103118.72,5155.94,20,597.08,18075.88,3,0,1,0
C100906,100757.48,5926.91,17,564.86,50559.11,2,0,0,0
C100907,105716.2,5034.1,21,432.78,17958.27,5,1,1,0
C100908,72416.97,3811.42,19,254.9,11041.31,6,0,0,0
C100909,102244.57,4647.48,22,1017.48,14984.18,5,0,3,0
C100910,125370.88,6268.54,20,648.84,18485.77,3,0,0,0
C100911,75386.67,5025.78,15,594.87,20124.68,4,0,0,0
C100912,61846.31,3255.07,19,399.5,13538.91,3,0,0,0
C100913,78692.98,3278.87,24,331.88,12426.75,5,1,0,0
C100914,61967.15,3442.62,18,1011.07,8797.23,3,0,1,0
C100915,128906.53,5859.39,22,742.94,23567.86,2,0,1,0
C100916,82437.31,4849.25,17,351.78,23384.75,2,0,0,0
C100917,114984.67,6051.82,19,768.81,23366.54,6,0,1,0
C100918,52834.45,3302.15,16,452.12,9197.2,3,0,0,0
C100919,46111.29,3547.02,13,537.19,9584.93,2,0,0,0
C100920,29710.06,2475.84,12,266.16,7437.43,3,0,0,0
C100921,70122.99,3506.15,20,197.05,15344.45,1,0,0,0
C100922,76245.84,4485.05,17,26.07,23003.18,2,0,0,0
C100923,65771.89,4697.99,14,849.2,13992.34,4,0,0,0
C100924,157284.73,9830.3,16,292.03,62318.68,3,0,1,0
C100925,60440.99,3357.83,18,337.88,10765.83,4,0,1,0
C100926,80254.25,3343.93,24,408.24,20605.63,2,0,0,0
C100927,66567.7,4160.48,16,800.12,26602.52,3,0,1,0
C100928,69793.31,5368.72,13,340.58,27636.07,3,0,1,0
C100929,94164.74,5885.3,16,993.69,21920.31,3,0,1,0
C100930,85845.25,3732.4,23,255.21,13059.04,3,0,0,0
C100931,72860.92,3469.57,21,1012.15,8538.22,6,0,0,0
C100932,162041.46,4910.35,33,259.58,15700.29,5,0,0,0
C100933,59949.62,3526.45,17,722.25,21735.64,5,0,1,0
C100934,62655.12,4177.01,15,447.19,9448.59,4,0,0,0
C100935,86349.71,3321.14,26,294.3,20527.9,6,0,0,0
C100936,84764.71,5297.79,16,652.05,14064.08,3,0,0,0
C100937,74672.77,4148.49,18,912.67,12976.97,2,0,0,0
C100938,162038.09,10802.54,15,341.16,44020.94,2,0,0,0
C100939,199380.03,11076.67,18,189.89,130114.24,6,0,0,0
C100940,127123.5,4540.12,28,449.64,33273.09,8,0,1,0
C100941,78751.18,3937.56,20,544.9,22491.6,3,0,0,0
C100942,108723.98,4026.81,27,372.77,24314.35,4,0,0,0
C100943,57286.72,2603.94,22,408.22,8776.77,8,0,0,0
C100944,97489.16,6499.28,15,365.23,47965.38,3,0,0,0
C100945,62682.69,3687.22,17,877.71,12697.95,3,0,0,0
C100946,84044.22,3820.19,22,294.21,24670.8,7,0,1,0
C100947,69561.93,4347.62,16,356.44,27482.77,3,1,0,0
C100948,73469.24,4591.83,16,448.62,12337.24,6,0,0,0
C100949,127208.73,6057.56,21,293.04,53872.77,2,0,2,0
C100950,96735.52,6909.68,14,341.28,40455.64,4,0,0,0
C100951,83563.41,5222.71,16,846.29,16899.31,3,0,0,0
C100952,62635.77,3479.76,18,551.93,14593.09,3,0,0,0
C100953,87810.61,3991.39,22,523.47,23765.34,4,0,1,0
C100954,71285.01,3751.84,19,624.63,12886.8,1,0,0,0
C100955,155689.26,5368.6,29,294.86,16620.01,5,0,0,0
C100956,73533.85,3870.2,19,228.3,13990.39,2,0,1,0
C100957,55170.35,2903.7,19,596.84,5459.47,3,0,0,0
C100958,46926.17,2760.36,17,392.91,12611.96,1,0,0,0
C100959,69983.85,3683.36,19,293.57,17398.21,3,1,1,0
C100960,34115.8,3101.44,11,208.28,9448.35,2,0,0,0
C100961,93242.31,4440.11,21,579.75,33231.8,5,0,0,0
C100962,82119.84,4105.99,20,281.26,15806.45,2,0,1,0
C100963,82497.02,4124.85,20,506.09,12582.23,4,0,1,0
C100964,33877.24,2419.8,14,298.67,4393.77,4,0,0,0
C100965,73305.46,4887.03,15,486.07,13203.24,4,1,0,0
C100966,78661.45,4370.08,18,395.86,14585.84,3,0,2,0
C100967,80657.27,4744.55,17,538.8,22193.96,4,0,0,0
C100968,70889.58,3731.03,19,557.54,13347.25,3,0,0,0
C100969,104652.35,4186.09,25,406.7,20800.24,4,0,0,0
C100970,128161.3,4929.28,26,451.15,35478.67,8,0,0,0
C100971,50446.13,3152.88,16,613.23,7298.45,3,0,1,0
C100972,78387.41,4611.02,17,617.28,12693.33,4,0,0,0
C100973,53331.95,2424.18,22,419.98,11549.99,4,0,0,0
C100974,107711.21,6335.95,17,1109.18,23013.96,4,0,1,0
C100975,92249.78,4612.49,20,253.42,13035.19,2,0,0,0
C100976,59676.64,3140.88,19,277.27,9182.46,3,0,0,0
C100977,93752.87,5208.49,18,48.73,18649.88,2,0,0,0
C100978,78035.06,5202.34,15,316.93,15557.88,2,0,0,0
C100979,70113.46,3505.67,20,590.97,10069.56,3,1,1,0
C100980,77712.38,4571.32,17,1034.28,14893.63,2,0,2,0
C100981,61677.98,3854.87,16,317.98,23263.26,3,0,0,0
C100982,66494.55,4432.97,15,647.55,20720.3,4,0,0,0
C100983,102542.77,5396.99,19,878.26,28397.37,5,0,0,0
C100984,57186.44,3009.81,19,265.35,10017.96,3,0,1,0
C100985,54998.93,4230.69,13,1202.4,14130.24,2,0,0,0
C100986,74095.93,5292.57,14,414.5,19674.67,4,0,0,0
C100987,90380.95,3615.24,25,472.5,18830.9,5,0,3,0
C100988,56292.79,4330.21,13,560.12,27051.84,0,0,1,0
C100989,24740.36,2748.93,9,458.58,8634.73,1,0,0,0
C100990,76135.02,4007.11,19,188.34,17504.01,4,0,1,0
C100991,53784.08,3163.77,17,861.18,9765.33,3,0,0,0
C100992,53105.55,2950.31,18,322.78,9859.98,5,0,0,0
C100993,76065.91,4003.47,19,550.3,11594.72,3,0,0,0
C100994,63066.94,4204.46,15,477.14,15274.16,6,0,0,0
C100995,69212.02,3845.11,18,471.24,11437.76,4,0,1,0
C100996,35798.56,3254.41,11,703.12,11201.95,3,0,0,0
C100997,159304.57,5900.17,27,382.28,57268.47,6,0,0,0
C100998,68418.81,2974.73,23,305.58,6861.36,6,0,0,0
C100999,43211.9,2700.74,16,763.53,11622.73,7,0,2,0
C101000,106350.09,5064.29,21,506.83,28578.97,6,0,0,0
C101001,142287.05,7904.84,18,552.13,53247.13,3,0,1,0
C101002,71252.75,4453.3,16,380.88,31688.89,2,0,0,0
C101003,122906.43,5343.76,23,337.63,19910.45,5,0,1,0
C101004,60762.42,3375.69,18,668.05,14127.49,3,0,0,0
C101005,117455.76,8389.7,14,953.88,39692.22,4,0,1,0
C101006,92882.15,4038.35,23,644.29,19599.76,6,0,0,0
C101007,46214.84,3301.06,14,263.94,16602.78,2,0,1,0
C101008,78010.34,5572.17,14,504.27,16011.47,3,0,1,0
C101009,35695.83,3245.08,11,511.22,12164.84,1,0,0,0
C101010,30571.59,2183.68,14,251.66,3823.52,3,0,1,0
C101011,77319.48,3865.97,20,313.3,15241.16,4,0,1,0
C101012,63493.01,4535.22,14,472.12,21098.06,2,0,2,0
C101013,78442.4,5603.03,14,707.01,28031.4,4,0,1,0
C101014,114012.18,4385.08,26,260.11,13624.69,6,0,0,0
C101015,79161.11,3598.23,22,733.23,11046.54,1,0,3,0
C101016,49443.33,4120.28,12,533.81,18729.53,1,0,0,0
C101017,84549.3,4449.96,19,620.97,17785.8,6,0,1,0
C101018,174869.43,6245.34,28,400.0,41055.8,5,1,1,0
C101019,78862.32,3755.35,21,285.32,12888.61,8,0,1,0
C101020,55562.3,6945.29,8,3290.14,14745.01,2,0,0,0
C101021,145007.4,6304.67,23,560.16,42699.49,3,0,1,0
C101022,124348.02,5652.18,22,136.41,31168.21,3,0,0,0
C101023,109189.49,4549.56,24,1549.68,13131.68,3,0,0,0
C101024,69130.14,4320.63,16,701.27,16336.69,4,1,0,0
C101025,68118.91,5676.58,12,213.21,12841.28,3,0,0,0
C101026,50610.95,2530.55,20,115.47,7283.17,4,0,2,0
C101027,65394.34,5449.53,12,318.1,19610.68,4,0,0,0
C101028,71406.4,3967.02,18,184.79,14373.91,4,0,1,0
C101029,86140.16,4101.91,21,388.42,13915.97,7,0,1,0
C101030,72061.11,5543.16,13,739.01,17282.71,2,0,1,0
C101031,83025.18,4151.26,20,359.29,23002.38,4,0,2,0
C101032,56150.02,4679.17,12,495.35,11722.8,3,0,0,0
C101033,107123.23,5356.16,20,320.44,14523.16,5,0,0,0
C101034,100807.06,5600.39,18,441.94,31839.71,5,2,0,0
C101035,107003.15,6687.7,16,467.16,33113.78,2,0,2,0
C101036,84538.72,3842.67,22,530.64,12390.18,3,1,0,0
C101037,108774.93,5725.0,19,474.15,21602.84,2,0,1,0
C101038,144584.85,6024.37,24,727.97,70836.11,4,0,1,0
C101039,160960.54,8942.25,18,454.24,46715.06,1,0,1,0
C101040,53550.46,2975.03,18,336.1,11445.33,3,0,0,0
C101041,66577.49,4438.5,15,683.88,17443.85,3,0,0,0
C101042,109952.11,6467.77,17,437.07,37900.57,3,0,1,0
C101043,115927.67,8280.55,14,541.64,33154.93,4,0,0,0
C101044,65429.61,2974.07,22,190.2,7659.96,5,0,1,0
C101045,90305.71,5312.1,17,348.72,37194.09,4,0,0,0
C101046,107986.44,4499.44,24,242.02,27231.98,6,0,1,0
C101047,63543.79,2647.66,24,201.42,23170.76,5,0,2,0
C101048,169667.43,5302.11,32,205.84,25085.71,7,0,3,0
C101049,77586.37,3526.65,22,338.54,18540.73,4,0,1,0
C101050,65898.24,4118.64,16,1307.06,11075.37,2,0,0,0
C101051,67103.04,3727.95,18,737.43,17921.3,3,0,1,0
C101052,45502.2,2394.85,19,575.33,6602.03,5,0,0,0
C101053,83983.92,3817.45,22,423.57,13102.92,4,0,2,0
C101054,136742.05,6215.55,22,460.17,21736.66,3,0,1,0
C101055,125191.43,8346.1,15,856.49,31844.09,2,0,1,0
C101056,125123.71,6256.19,20,1113.19,18267.16,3,0,1,0
C101057,100641.39,4193.39,24,330.37,13746.53,6,0,0,0
C101058,94089.55,4480.45,21,1139.58,11835.03,2,0,0,0
C101059,98887.73,6592.52,15,517.22,21728.63,3,0,1,0
C101060,132866.13,8304.13,16,549.05,63124.77,1,0,0,0
C101061,100355.18,3584.11,28,911.91,13399.5,6,0,2,0
C101062,72220.17,5158.58,14,763.84,16060.99,2,0,0,0
C101063,86273.41,3594.73,24,668.57,21404.33,2,1,0,0
C101064,65761.8,3653.43,18,455.33,11227.88,4,0,1,0
C101065,134587.84,6408.94,21,277.43,30731.44,4,0,0,0
C101066,94514.68,4500.7,21,592.44,55171.48,7,0,0,0
C101067,148832.65,5315.45,28,538.26,29783.9,5,1,1,0
C101068,85648.39,5353.02,16,515.57,31189.18,0,0,0,0
C101069,31915.1,3546.12,9,608.78,11401.5,2,0,1,0
C101070,115318.17,6783.42,17,550.24,29532.14,2,0,2,0
C101071,37924.38,2917.26,13,191.41,6962.11,2,0,0,0
C101072,74268.35,4641.77,16,529.98,19347.77,2,0,0,0
C101073,93664.82,3746.59,25,425.3,18812.79,10,0,1,0
C101074,75515.72,3020.63,25,262.51,7656.88,6,0,0,0
C101075,51707.63,3231.73,16,104.67,14568.23,6,0,2,0
C101076,72633.08,4272.53,17,1072.3,14386.17,3,0,0,0
C101077,56668.14,4722.34,12,353.66,18523.53,4,0,0,0
C101078,93789.04,4077.78,23,615.05,15437.24,7,0,1,0
C101079,62726.0,3136.3,20,489.01,10933.63,4,0,0,0
C101080,50930.76,3395.38,15,630.41,8086.62,5,1,0,0
C101081,94951.91,4521.52,21,235.4,26353.62,3,0,1,0
C101082,147849.08,5686.5,26,676.88,27694.15,7,0,3,0
C101083,84568.06,4228.4,20,673.8,26037.4,3,0,0,0
C101084,84965.69,4248.28,20,539.26,11758.62,1,0,0,0
C101085,75331.37,5022.09,15,665.18,15093.74,0,0,0,0
C101086,88991.28,3422.74,26,378.66,11639.44,5,0,0,0
C101087,48500.47,3730.81,13,1026.27,8753.19,4,0,0,0
C101088,57298.87,3819.92,15,848.86,11108.14,4,0,0,0
C101089,86310.85,4542.68,19,381.36,16610.68,3,0,1,0
C101090,89848.32,5989.89,15,650.01,52258.35,4,0,0,0
C101091,49347.08,3524.79,14,586.53,10256.8,1,0,0,0
C101092,115591.0,5504.33,21,541.7,21918.28,4,0,1,0
C101093,28539.18,2195.32,13,601.82,3539.7,3,0,0,0
C101094,49601.91,2917.76,17,607.08,19268.16,5,0,1,0
C101095,83369.92,4387.89,19,481.32,12821.59,8,0,2,0
C101096,110552.11,5818.53,19,603.43,19720.32,4,0,2,0
C101097,87731.99,4617.47,19,775.65,17887.45,4,0,0,0
C101098,130237.28,4823.6,27,177.39,17610.27,11,0,0,0
C101099,43381.84,2892.12,15,240.95,8449.71,3,0,1,0
C101100,67522.11,3751.23,18,288.0,22853.72,2,0,0,0
C101101,24116.04,2679.56,9,544.51,4200.58,1,0,1,0
C101102,92230.65,5123.92,18,864.45,14974.69,2,0,1,0
C101103,122511.88,5568.72,22,654.14,40910.04,2,0,0,0
C101104,49995.17,3845.78,13,389.78,14527.68,0,0,0,0
C101105,98049.64,5767.63,17,297.79,35356.07,3,0,1,0
C101106,91797.54,3165.43,29,371.03,21165.06,2,0,0,0
C101107,64187.05,3775.71,17,736.76,19734.47,5,0,1,0
C101108,107314.34,4471.43,24,77.98,19818.87,6,0,0,0
C101109,50136.25,4178.02,12,274.3,18921.49,3,0,1,0
C101110,105844.82,7056.32,15,232.07,57293.65,2,0,0,0
C101111,68646.22,3813.68,18,269.05,15977.9,4,0,2,0
C101112,103170.34,4298.76,24,273.83,21641.13,6,1,1,0
C101113,88524.5,2950.82,30,350.05,9797.28,4,0,0,0
C101114,90092.23,4095.1,22,576.23,17071.94,4,0,0,0
C101115,65322.65,4354.84,15,445.7,14412.82,2,0,0,0
C101116,92697.81,4414.18,21,315.93,15277.8,2,0,0,0
C101117,57440.19,2735.25,21,681.79,5369.23,2,0,0,0
C101118,120448.0,5474.91,22,500.29,26783.75,6,0,2,0
C101119,98497.2,4690.34,21,132.16,20607.67,3,0,0,0
C101120,168535.41,7022.31,24,336.45,103439.38,3,0,0,0
C101121,65698.71,3284.94,20,337.13,9467.24,2,1,0,0
C101122,120137.06,5460.78,22,532.34,23372.29,4,0,2,0
C101123,60016.9,4286.92,14,430.68,12844.4,3,0,0,0
C101124,47264.23,2954.01,16,518.92,8730.09,2,0,0,0
C101125,66877.69,2907.73,23,249.82,14124.37,4,0,2,0
C101126,109123.4,4364.94,25,630.97,22143.9,5,0,2,0
C101127,90048.07,5296.95,17,297.13,20222.44,0,0,1,0
C101128,54191.15,4168.55,13,700.01,16959.32,3,0,0,0
C101129,48378.68,2845.8,17,275.5,6329.2,4,0,0,0
C101130,32974.65,2355.33,14,761.54,7356.78,3,0,0,0
C101131,43245.89,2883.06,15,265.98,9316.13,2,0,1,0
C101132,124530.49,6918.36,18,389.07,36188.86,5,0,0,0
C101133,48385.41,5376.16,9,416.74,33376.34,0,0,0,0
C101134,90860.36,6057.36,15,537.44,30595.9,2,0,1,0
C101135,120410.93,7525.68,16,1171.59,46492.33,3,0,1,0
C101136,54448.49,4188.35,13,232.33,25563.74,3,0,1,0
C101137,53160.9,3322.56,16,233.97,13230.56,4,0,1,0
C101138,192464.62,6873.74,28,1103.76,33212.36,3,0,0,0
C101139,59064.65,3281.37,18,549.53,9236.68,2,0,0,0
C101140,125104.42,5686.56,22,514.31,23297.49,5,0,2,0
C101141,154713.99,5950.54,26,235.03,27810.55,4,0,0,0
C101142,121769.54,5294.33,23,646.92,19152.4,2,0,0,0
C101143,85737.02,2956.45,29,347.93,8336.22,4,0,1,0
C101144,54208.24,3872.02,14,669.1,11902.06,2,1,0,0
C101145,86578.82,4556.78,19,1478.61,9642.91,6,2,0,0
C101146,93645.78,4459.32,21,219.41,15260.91,4,0,0,0
C101147,53626.31,2979.24,18,613.73,10852.01,4,1,0,0
C101148,45485.34,2274.27,20,319.3,7778.37,4,0,0,0
C101149,73369.94,4076.11,18,593.04,14605.67,2,0,0,0
C101150,63101.69,3711.86,17,343.05,12412.65,5,0,0,0
C101151,109628.83,5769.94,19,642.69,39419.76,1,1,1,0
C101152,32935.25,1829.74,18,192.43,4028.6,2,0,1,0
C101153,50450.66,2967.69,17,225.59,8599.87,4,0,2,0
C101154,92170.85,4851.1,19,329.98,17719.7,5,0,1,0
C101155,58993.07,3277.39,18,347.26,6551.21,3,0,0,0
C101156,50159.53,2950.56,17,518.83,13800.13,2,0,1,0
C101157,86650.43,4560.55,19,760.47,12658.8,6,0,0,0
C101158,52028.59,3716.33,14,558.5,9882.75,4,1,0,0
C101159,88084.06,6775.7,13,568.72,34662.41,2,0,0,0
C101160,59475.84,3965.06,15,273.19,13264.73,3,0,0,0
C101161,49298.35,3521.31,14,478.2,16035.24,1,0,0,0
C101162,96369.85,4589.04,21,578.28,19740.64,2,0,0,0
C101163,65074.52,4067.16,16,1154.9,29367.56,1,0,0,0
C101164,139709.38,7353.13,19,654.74,34060.44,4,0,1,0
C101165,65712.75,2738.03,24,203.73,9665.86,3,0,2,0
C101166,103852.32,4515.32,23,688.84,33909.17,4,0,1,0
C101167,170196.35,7091.51,24,1048.46,41475.36,7,0,1,0
C101168,86691.92,6668.61,13,735.85,27162.81,4,0,0,0
C101169,54489.9,3205.29,17,525.21,10670.44,0,0,0,0
C101170,110507.16,5816.17,19,531.86,31365.6,3,0,0,0
C101171,95571.22,6826.52,14,732.7,19628.66,3,0,1,0
C101172,89909.18,4994.95,18,522.93,28691.99,2,0,0,0
C101173,44984.38,4498.44,10,251.93,19694.16,2,0,0,0
C101174,70370.36,2932.1,24,462.15,8901.38,8,1,2,0
C101175,77502.49,3875.12,20,816.14,13089.68,2,0,0,0
C101176,28367.36,2836.74,10,644.22,8968.5,5,0,1,0
C101177,50850.29,3178.14,16,431.8,9410.99,6,0,1,0
C101178,98312.78,6144.55,16,1257.38,28372.6,4,0,0,0
C101179,84151.27,4675.07,18,579.0,15546.36,6,0,1,0
C101180,91723.78,3397.18,27,338.53,15293.46,9,0,0,0
C101181,68438.24,3421.91,20,609.43,8423.66,9,0,1,0
C101182,50628.16,2201.22,23,226.44,6497.72,4,1,0,0
C101183,86623.89,6187.42,14,157.28,24239.15,2,0,0,0
C101184,116408.97,6467.16,18,457.39,17349.9,4,0,1,0
C101185,102725.55,4891.69,21,388.68,16346.02,3,0,0,0
C101186,57571.06,3598.19,16,193.81,18044.99,2,0,0,0
C101187,73788.99,5676.08,13,1286.71,17574.27,5,0,1,0
C101188,87038.92,4581.0,19,357.41,11928.23,6,0,0,0
C101189,83399.88,3790.9,22,420.78,12122.85,5,0,2,0
C101190,82290.26,4331.07,19,326.9,10796.7,2,0,0,0
C101191,78415.92,5227.73,15,304.95,34066.6,3,0,0,0
C101192,47018.76,2474.67,19,155.56,9768.36,2,0,1,0
C101193,97718.62,4653.27,21,481.58,28918.11,5,0,1,0
C101194,49078.96,4907.9,10,305.45,15186.5,2,0,1,0
C101195,96977.24,4408.06,22,360.97,27740.11,2,0,2,0
C101196,74890.43,4160.58,18,345.1,13792.51,3,0,0,0
C101197,49850.98,4531.91,11,325.79,16040.73,1,0,0,0
C101198,121623.97,4193.93,29,636.62,22867.18,1,0,0,0
C101199,76576.6,3329.42,23,384.64,17452.87,4,0,0,0
C101200,94535.19,4501.68,21,443.9,19522.16,6,0,1,0
C101201,82101.99,4105.1,20,283.9,18626.22,3,0,1,0
C101202,45194.73,4108.61,11,353.44,11213.87,1,0,0,0
C101203,98920.87,4710.52,21,255.59,16306.07,5,0,0,0
C101204,73254.75,3662.74,20,806.11,11221.56,3,0,0,0
C101205,47527.22,2970.45,16,318.86,12170.48,0,0,0,0
C101206,44730.23,3195.02,14,524.52,12607.48,3,0,1,0
C101207,85053.79,4725.21,18,570.45,13763.9,6,0,0,0
C101208,150178.09,5178.55,29,639.48,34398.52,9,0,1,1
C101209,94580.57,6305.37,15,883.57,17250.06,3,0,0,0
C101210,116735.29,5306.15,22,481.26,32394.5,5,0,0,0
C101211,88392.01,4910.67,18,468.5,25806.85,4,0,0,0
C101212,84475.2,4969.13,17,373.56,53134.38,4,1,0,0
C101213,77602.1,5543.01,14,97.97,41493.97,7,0,0,0
C101214,16187.83,2697.97,6,757.19,5805.6,1,0,0,0
C101215,104024.41,4953.54,21,476.23,27316.86,2,0,0,0
C101216,65165.64,3620.31,18,625.31,8909.99,2,0,0,0
C101217,87857.28,3514.29,25,478.28,12331.08,4,0,1,0
C101218,108564.89,6386.17,17,632.29,24883.13,2,0,0,0
C101219,71005.1,4733.67,15,791.95,16150.21,1,0,0,0
C101220,71842.02,3265.55,22,666.8,8281.73,6,0,0,0
C101221,97812.69,4657.75,21,395.18,42500.53,4,0,0,0
C101222,115027.09,4601.08,25,511.52,39546.04,3,0,1,0
C101223,131052.84,5460.54,24,468.89,50040.21,4,0,1,0
C101224,83791.34,4410.07,19,513.23,14832.26,4,0,0,0
C101225,144728.35,6292.54,23,616.15,25116.83,7,0,1,0
C101226,53305.11,2665.26,20,615.89,8559.15,0,0,0,0
C101227,87361.58,6240.11,14,634.11,28356.3,4,0,1,0
C101228,43552.35,2419.57,18,576.09,7113.75,2,0,0,0
C101229,73587.41,4599.21,16,806.32,13379.68,1,1,0,0
C101230,148987.31,7094.63,21,774.96,52525.61,5,0,0,0
C101231,45299.2,3019.95,15,506.98,10038.37,1,1,0,0
C101232,70310.32,4394.4,16,416.35,21008.91,3,0,0,0
C101233,57516.63,3383.33,17,193.61,12396.23,5,0,1,0
C101234,72640.72,5188.62,14,991.25,11698.15,4,0,0,0
C101235,49891.37,2771.74,18,723.55,7943.85,4,0,0,0
C101236,26019.93,2365.45,11,235.37,9866.34,2,0,0,0
C101237,78728.96,3423.0,23,336.14,8844.49,4,0,0,0
C101238,33193.99,2074.62,16,338.82,8165.2,2,0,1,0
C101239,62171.47,5180.96,12,1061.48,21907.16,1,0,1,0
C101240,90183.34,3109.77,29,336.57,7121.59,6,0,1,0
C101241,70307.09,3700.37,19,736.93,10860.61,2,0,0,0
C101242,41207.53,2943.4,14,520.31,6073.29,3,0,1,0
C101243,114132.21,5187.83,22,412.6,20819.79,7,0,0,0
C101244,85827.49,4768.19,18,549.7,16728.58,1,0,1,0
C101245,52866.57,3524.44,15,900.63,11581.35,4,0,0,0
C101246,140197.5,7788.75,18,480.16,42013.38,3,0,0,0
C101247,35441.71,2726.29,13,241.01,6777.18,2,0,0,0
C101248,66907.92,3717.11,18,252.34,27557.76,6,0,1,0
C101249,106087.76,5304.39,20,650.63,16514.77,4,0,1,0
C101250,94329.98,5895.62,16,1012.37,31982.14,4,0,1,0
C101251,113465.81,6674.46,17,399.24,31503.0,7,0,2,0
C101252,105861.99,4602.7,23,245.61,36139.74,10,0,0,0
C101253,87273.96,5454.62,16,418.39,27794.29,3,0,2,0
C101254,77311.87,6442.66,12,808.33,21372.74,3,0,2,0
C101255,74155.47,4943.7,15,664.93,18955.97,0,0,0,0
C101256,80112.92,3204.52,25,487.03,12172.89,8,0,0,0
C101257,53316.77,4101.29,13,491.92,13326.23,1,0,0,0
C101258,72373.54,3618.68,20,176.05,11586.61,2,0,1,0
C101259,56325.3,4023.24,14,289.79,14995.33,2,0,0,0
C101260,60185.31,4298.95,14,456.39,22143.53,4,0,0,0
