sender_id,tx_count,counterparties,avg_amount,tx_window_days,tx_per_day
C101468,18,18,5023.68,83,0.217
C101469,22,22,3776.26,87,0.253
C101470,23,23,3737.39,90,0.256
C101471,21,21,3052.12,94,0.223
C101472,16,16,3096.71,93,0.172
C101473,23,22,4795.94,86,0.267
C101474,22,22,4052.77,95,0.232
C101475,17,17,4206.46,85,0.2
C101476,24,23,3609.3,92,0.261
C101477,18,18,4715.17,93,0.194
C101478,17,17,5169.72,82,0.207
C101479,19,19,3076.7,89,0.213
C101480,19,18,4953.42,82,0.232
C101481,13,13,6349.67,80,0.162
C101482,16,16,5620.89,73,0.219
C101483,28,28,4024.95,84,0.333
C101484,15,15,4218.76,88,0.17
C101485,20,20,4508.34,90,0.222
C101486,15,15,1709.76,93,0.161
C101487,20,20,4810.36,91,0.22
C101488,24,24,5122.13,90,0.267
C101489,17,17,4005.19,93,0.183
C101490,7,7,6324.93,85,0.082
C101491,11,11,2020.07,83,0.133
C101492,9,9,3591.09,80,0.112
C101493,17,17,3730.95,90,0.189
C101494,16,16,3977.54,87,0.184
C101495,22,22,3445.94,78,0.282
C101496,16,16,3411.66,78,0.205
C101497,20,20,5420.62,89,0.225
C101498,8,8,3644.47,73,0.11
C101499,11,11,5249.12,86,0.128
C101500,19,19,4292.87,79,0.241
C101501,18,18,4976.2,82,0.22
C101502,29,29,4817.49,88,0.33
C101503,23,23,2546.91,90,0.256
C101504,19,19,4432.97,90,0.211
C101505,16,16,6736.25,66,0.242
C101506,23,23,5660.97,86,0.267
C101507,18,18,6592.37,87,0.207
C101508,18,18,5960.24,80,0.225
C101509,21,21,3535.67,88,0.239
C101510,14,13,5795.75,60,0.233
C101511,23,23,3802.17,85,0.271
C101512,15,15,3961.82,85,0.176
C101513,17,17,5391.26,90,0.189
C101514,22,22,4884.61,95,0.232
C101515,17,17,3974.65,81,0.21
C101516,13,12,3983.13,72,0.181
C101517,17,17,2811.54,89,0.191
C101518,15,15,4563.22,86,0.174
C101519,18,18,3631.28,86,0.209
C101520,17,17,4329.42,75,0.227
C101521,26,26,6144.29,90,0.289
C101522,18,18,4083.06,90,0.2
C101523,28,27,3198.81,86,0.326
C101524,17,17,4196.91,93,0.183
C101525,13,13,4563.24,80,0.162
C101526,15,15,2589.36,83,0.181
C101527,20,20,4412.42,82,0.244
C101528,18,18,5403.13,88,0.205
C101529,19,19,4507.15,83,0.229
C101530,24,22,5481.16,86,0.279
C101531,16,15,2904.87,91,0.176
C101532,29,29,5325.1,91,0.319
C101533,22,22,4732.27,81,0.272
C101534,22,22,4478.58,90,0.244
C101535,19,19,4422.52,84,0.226
C101536,25,25,4462.51,90,0.278
C101537,18,18,6349.16,76,0.237
C101538,22,22,4224.75,86,0.256
C101539,24,22,4997.43,93,0.258
C101540,16,16,3971.03,81,0.198
C101541,14,14,6536.7,83,0.169
C101542,28,28,3688.82,89,0.315
C101543,23,23,4441.04,87,0.264
C101544,19,19,5444.9,84,0.226
C101545,18,18,7809.19,91,0.198
C101546,23,23,3871.5,87,0.264
C101547,17,17,3542.44,83,0.205
C101548,18,18,4183.55,93,0.194
C101549,18,18,2893.86,91,0.198
C101550,17,17,8215.32,95,0.179
C101551,22,22,5298.03,83,0.265
C101552,21,21,4203.6,88,0.239
C101553,14,14,5255.61,88,0.159
C101554,22,22,4808.22,92,0.239
C101555,16,16,4093.02,84,0.19
C101556,14,13,3298.04,90,0.156
C101557,16,15,5294.75,90,0.178
C101558,20,20,5139.05,70,0.286
C101559,16,16,4275.32,93,0.172
C101560,16,16,5001.67,74,0.216
C101561,22,22,7084.76,81,0.272
C101562,13,13,2965.98,76,0.171
C101563,24,24,3998.47,90,0.267
C101564,21,21,3527.63,75,0.28
C101565,16,16,4935.22,88,0.182
C101566,18,18,4836.3,84,0.214
C101567,15,15,7022.07,84,0.179
C101568,20,20,3548.2,92,0.217
C101569,20,20,4429.37,86,0.233
C101570,15,15,7822.6,84,0.179
C101571,23,23,5738.66,90,0.256
C101572,13,13,2848.69,81,0.16
C101573,12,12,4036.43,77,0.156
C101574,16,16,3829.92,80,0.2
C101575,21,21,3597.38,92,0.228
C101576,23,23,4533.84,84,0.274
C101577,25,25,3001.85,95,0.263
C101578,24,24,2587.45,89,0.27
C101579,19,19,5048.74,82,0.232
C101580,19,19,3639.1,94,0.202
C101581,19,19,3079.94,88,0.216
C101582,23,22,3890.14,87,0.264
C101583,24,24,3841.83,90,0.267
C101584,21,21,4273.42,87,0.241
C101585,15,15,4077.98,74,0.203
C101586,26,26,4059.49,91,0.286
C101587,23,23,2971.39,82,0.28
C101588,23,23,5367.16,92,0.25
C101589,15,15,4389.91,88,0.17
C101590,20,20,3724.12,95,0.211
C101591,15,15,3575.47,89,0.169
C101592,13,13,7859.46,81,0.16
C101593,19,19,5131.55,77,0.247
C101594,19,19,3826.62,87,0.218
C101595,15,15,8028.62,74,0.203
C101596,17,17,4651.74,90,0.189
C101597,20,20,4676.79,83,0.241
C101598,16,16,4567.48,79,0.203
C101599,20,20,2905.35,90,0.222
C101600,20,19,3276.19,92,0.217
C101601,17,17,4527.07,89,0.191
C101602,16,16,3229.61,80,0.2
C101603,16,16,3138.64,90,0.178
C101604,19,19,7358.47,82,0.232
C101605,21,21,4173.15,92,0.228
C101606,11,11,4519.6,72,0.153
C101607,21,20,5431.39,90,0.233
C101608,24,24,4245.42,92,0.261
C101609,21,21,2904.23,87,0.241
C101610,29,29,4398.05,89,0.326
C101611,18,18,3928.46,86,0.209
C101612,21,21,3887.52,80,0.262
C101613,16,16,4252.77,88,0.182
C101614,14,14,2503.05,86,0.163
C101615,19,19,4114.83,95,0.2
C101616,18,18,4391.24,93,0.194
C101617,17,17,3373.12,88,0.193
C101618,12,12,2990.06,75,0.16
C101619,18,17,3568.08,83,0.217
C101620,16,16,2826.98,83,0.193
C101621,11,11,2976.13,94,0.117
C101622,26,26,3685.16,89,0.292
C101623,28,27,3788.77,84,0.333
C101624,16,16,4971.5,76,0.211
C101625,17,17,3114.87,94,0.181
C101626,29,29,3930.19,94,0.309
C101627,20,19,5189.09,91,0.22
C101628,25,24,4149.17,81,0.309
C101629,21,20,4154.43,78,0.269
C101630,21,21,3421.95,84,0.25
C101631,15,14,8572.86,73,0.205
C101632,25,24,3340.45,81,0.309
C101633,21,21,3316.85,84,0.25
C101634,28,27,4054.94,90,0.311
C101635,14,14,4772.42,86,0.163
C101636,18,18,3360.95,85,0.212
C101637,16,16,8856.22,91,0.176
C101638,14,14,3483.83,87,0.161
C101639,16,16,3090.46,70,0.229
C101640,18,17,5929.46,83,0.217
C101641,19,19,4457.27,92,0.207
C101642,20,20,4374.1,87,0.23
C101643,24,24,4660.57,88,0.273
C101644,24,24,2901.75,81,0.296
C101645,14,14,7151.39,82,0.171
C101646,17,17,4839.9,78,0.218
C101647,32,32,7080.91,94,0.34
C101648,20,20,3465.22,85,0.235
C101649,20,20,3536.02,65,0.308
C101650,21,21,3194.11,91,0.231
C101651,15,15,3227.36,90,0.167
C101652,20,20,5624.02,88,0.227
C101653,19,19,3555.72,92,0.207
C101654,18,18,4569.73,89,0.202
C101655,14,14,5805.17,56,0.25
C101656,15,15,4461.9,80,0.188
C101657,26,25,4247.25,85,0.306
C101658,30,30,3593.94,85,0.353
C101659,19,18,4567.89,92,0.207
C101660,18,18,3416.5,67,0.269
C101661,14,13,3191.9,92,0.152
C101662,13,13,5704.56,94,0.138
C101663,17,17,3417.9,81,0.21
C101664,21,21,3671.34,91,0.231
C101665,14,14,4189.08,69,0.203
C101666,17,16,2822.68,90,0.189
C101667,25,25,2787.18,92,0.272
C101668,17,17,3969.69,91,0.187
C101669,25,25,6776.35,94,0.266
C101670,19,19,3958.57,76,0.25
C101671,19,19,4316.5,94,0.202
C101672,15,15,2990.83,74,0.203
C101673,20,20,2475.9,86,0.233
C101674,13,13,5619.78,91,0.143
C101675,19,19,4779.79,93,0.204
C101676,18,18,6071.78,82,0.22
C101677,22,22,4625.66,83,0.265
C101678,10,10,5181.74,69,0.145
C101679,10,10,3945.3,94,0.106
C101680,17,17,6228.09,83,0.205
C101681,21,21,4232.78,94,0.223
C101682,11,11,2377.59,88,0.125
C101683,14,14,5498.35,86,0.163
C101684,18,18,3642.92,78,0.231
C101685,15,15,4312.21,91,0.165
C101686,18,18,4613.04,86,0.209
C101687,15,15,3264.41,78,0.192
C101688,15,15,3560.58,85,0.176
C101689,17,17,6665.08,87,0.195
C101690,19,19,3575.02,88,0.216
C101691,19,19,2514.03,88,0.216
C101692,15,15,5336.17,81,0.185
C101693,20,20,3611.31,91,0.22
C101694,21,21,2456.59,85,0.247
C101695,20,20,7626.59,88,0.227
C101696,17,17,5139.76,79,0.215
C101697,12,12,2961.92,94,0.128
C101698,17,16,4661.39,89,0.191
C101699,18,18,5162.83,86,0.209
C101700,22,22,3959.81,79,0.278
C101701,21,21,4741.05,80,0.262
C101702,19,19,3542.85,89,0.213
C101703,13,13,4049.95,90,0.144
C101704,21,21,4973.04,93,0.226
C101705,18,18,3002.85,89,0.202
C101706,18,18,6357.2,73,0.247
C101707,12,12,3755.34,75,0.16
C101708,20,20,3719.95,93,0.215
C101709,13,13,7399.79,94,0.138
C101710,16,16,7156.51,74,0.216
C101711,19,19,5006.19,83,0.229
C101712,21,21,5448.24,88,0.239
C101713,24,24,2644.51,89,0.27
C101714,18,18,5040.77,94,0.191
C101715,30,30,3299.36,81,0.37
C101716,22,22,4530.19,84,0.262
C101717,23,23,5819.12,92,0.25
C101718,7,7,1932.37,92,0.076
C101719,20,20,3461.42,81,0.247
C101720,24,24,5961.38,92,0.261
C101721,13,13,4370.96,57,0.228
C101722,23,23,3176.55,83,0.277
C101723,22,22,4912.86,74,0.297
C101724,17,17,2812.1,84,0.202
C101725,21,21,3662.8,88,0.239
C101726,16,16,2864.4,93,0.172
C101727,20,20,2187.54,92,0.217
C101728,16,16,5101.57,92,0.174
C101729,25,24,3087.36,92,0.272
C101730,11,11,3583.71,61,0.18
C101731,17,17,5072.2,82,0.207
C101732,20,19,4629.81,86,0.233
C101733,18,18,3849.44,87,0.207
C101734,16,16,5083.68,75,0.213
C101735,19,18,3885.6,70,0.271
C101736,23,23,5460.28,84,0.274
C101737,25,23,5058.54,89,0.281
C101738,20,20,3562.47,93,0.215
C101739,20,20,3697.96,82,0.244
C101740,14,13,5292.83,54,0.259
C101741,16,16,3233.31,75,0.213
C101742,23,23,4346.7,93,0.247
C101743,21,21,3637.34,90,0.233
C101744,10,10,6628.61,67,0.149
C101745,17,17,3741.65,87,0.195
C101746,21,21,6143.88,91,0.231
C101747,14,14,4529.67,66,0.212
C101748,19,19,6324.02,85,0.224
C101749,18,18,5780.37,83,0.217
C101750,25,25,4042.42,92,0.272
C101751,13,13,2976.1,87,0.149
C101752,15,15,2865.48,84,0.179
C101753,15,15,5245.14,65,0.231
C101754,21,21,7785.94,74,0.284
C101755,27,27,3426.62,95,0.284
C101756,19,19,5216.91,77,0.247
C101757,18,18,4180.72,90,0.2
C101758,15,14,3903.18,82,0.183
C101759,19,19,4828.81,91,0.209
C101760,22,22,4340.21,92,0.239
C101761,23,23,6177.54,94,0.245
C101762,20,20,3688.92,78,0.256
C101763,20,19,2715.95,87,0.23
C101764,21,21,5088.36,93,0.226
C101765,19,19,6323.98,87,0.218
C101766,18,18,4010.99,83,0.217
C101767,14,14,3748.54,93,0.151
C101768,16,16,5779.4,88,0.182
C101769,14,14,4971.87,68,0.206
C101770,28,28,2973.7,88,0.318
C101771,16,16,3195.37,85,0.188
C101772,26,26,3924.9,89,0.292
C101773,23,23,8404.36,79,0.291
C101774,16,16,5499.79,88,0.182
C101775,16,16,5622.38,95,0.168
C101776,27,27,3725.3,83,0.325
C101777,19,19,3206.94,87,0.218
C101778,15,15,3798.3,82,0.183
C101779,20,20,5722.12,85,0.235
C101780,21,21,2268.4,82,0.256
C101781,17,17,3451.31,89,0.191
C101782,22,22,3134.52,94,0.234
C101783,25,25,3775.43,92,0.272
C101784,25,24,5750.28,84,0.298
C101785,20,20,4217.12,90,0.222
C101786,12,12,4021.06,90,0.133
C101787,20,20,3638.0,94,0.213
C101788,14,14,3061.49,92,0.152
C101789,15,15,5492.39,91,0.165
C101790,13,13,4818.96,88,0.148
C101791,15,15,6363.02,91,0.165
C101792,17,17,4849.35,78,0.218
C101793,24,24,2611.39,90,0.267
C101794,17,17,4162.75,93,0.183
C101795,21,21,5164.82,90,0.233
C101796,18,18,4351.85,91,0.198
C101797,21,20,5594.41,94,0.223
C101798,12,12,4198.79,76,0.158
C101799,21,21,2831.61,85,0.247
C101800,18,18,4544.41,85,0.212
C101801,15,15,5274.13,86,0.174
C101802,19,19,3410.26,90,0.211
C101803,16,16,9104.83,91,0.176
C101804,14,14,3978.58,94,0.149
C101805,15,15,4185.41,86,0.174
C101806,17,16,3295.81,89,0.191
C101807,19,19,3820.14,75,0.253
C101808,20,20,3890.7,89,0.225
C101809,18,18,5138.11,79,0.228
C101810,23,23,6965.16,93,0.247
C101811,23,23,3566.11,94,0.245
C101812,21,21,5502.28,92,0.228
C101813,20,20,3862.17,84,0.238
C101814,22,22,4632.04,89,0.247
C101815,20,20,3114.34,92,0.217
C101816,21,21,3300.06,77,0.273
C101817,25,25,4730.73,92,0.272
C101818,17,17,3961.63,87,0.195
C101819,22,22,4244.35,86,0.256
C101820,22,22,5040.71,78,0.282
C101821,27,26,5267.37,92,0.293
C101822,19,19,3346.92,92,0.207
C101823,19,19,5184.75,94,0.202
C101824,20,20,3556.84,85,0.235
C101825,18,18,4627.34,86,0.209
C101826,23,23,4628.12,92,0.25
C101827,14,14,3514.96,84,0.167
C101828,21,18,4838.47,83,0.253
C101829,20,20,3395.56,91,0.22
C101830,19,19,6404.32,90,0.211
C101831,15,14,4231.85,87,0.172
C101832,19,19,4857.65,91,0.209
C101833,16,16,4466.6,79,0.203
C101834,10,10,2636.44,82,0.122
C101835,26,25,4098.88,94,0.277
C101836,18,18,7586.48,84,0.214
C101837,9,9,3676.27,92,0.098
C101838,20,20,2939.82,88,0.227
C101839,20,20,4511.66,87,0.23
C101840,15,15,3900.2,88,0.17
C101841,12,12,6103.8,93,0.129
C101842,24,24,4970.04,89,0.27
C101843,16,16,3267.21,77,0.208
C101844,21,21,3002.11,86,0.244
C101845,10,10,4470.23,71,0.141
C101846,14,14,4111.45,84,0.167
C101847,23,23,3613.7,93,0.247
C101848,18,17,5395.25,91,0.198
C101849,16,16,6064.35,93,0.172
C101850,20,20,2546.69,75,0.267
C101851,17,17,6432.2,82,0.207
C101852,15,15,8352.74,77,0.195
C101853,24,24,9659.34,90,0.267
C101854,29,29,3548.88,92,0.315
C101855,16,16,4276.9,94,0.17
C101856,21,20,5019.43,82,0.256
C101857,24,23,3636.99,82,0.293
C101858,25,25,3303.0,91,0.275
C101859,18,18,3583.88,92,0.196
C101860,16,16,2129.38,93,0.172
C101861,16,16,3458.39,89,0.18
C101862,16,16,2155.86,86,0.186
C101863,20,20,3980.2,92,0.217
C101864,10,10,5778.29,85,0.118
C101865,14,14,3680.8,88,0.159
C101866,18,18,4655.41,69,0.261
C101867,24,24,6219.89,93,0.258
C101868,20,20,4022.36,86,0.233
C101869,22,22,3512.52,92,0.239
C101870,16,16,4047.95,79,0.203
C101871,11,11,3027.3,88,0.125
C101872,18,18,5965.52,93,0.194
C101873,14,14,5314.27,82,0.171
C101874,32,32,3061.28,83,0.386
C101875,22,22,4762.67,92,0.239
C101876,23,23,5568.77,83,0.277
C101877,25,25,4298.57,87,0.287
C101878,21,21,3288.75,92,0.228
C101879,20,20,4291.28,90,0.222
C101880,10,10,2664.17,85,0.118
C101881,19,19,3399.09,87,0.218
C101882,14,14,5277.15,80,0.175
C101883,30,29,3807.19,87,0.345
C101884,22,21,3947.27,94,0.234
C101885,20,20,2465.37,78,0.256
C101886,12,12,5054.26,92,0.13
C101887,23,22,6019.67,89,0.258
C101888,18,18,4039.39,80,0.225
C101889,16,16,4613.18,88,0.182
C101890,18,18,3442.47,85,0.212
C101891,18,18,5182.3,82,0.22
C101892,15,15,3700.9,90,0.167
C101893,16,16,3903.67,95,0.168
C101894,9,9,2731.13,78,0.115
C101895,22,22,4947.44,91,0.242
C101896,16,16,4130.94,90,0.178
C101897,26,26,5878.55,92,0.283
C101898,20,20,6105.44,90,0.222
C101899,25,25,3074.76,92,0.272
C101900,20,20,8178.53,88,0.227
C101901,19,19,4754.45,93,0.204
C101902,22,22,3849.22,86,0.256
C101903,19,19,2964.81,93,0.204
C101904,25,25,5578.41,85,0.294
C101905,13,13,4679.75,90,0.144
C101906,21,21,4050.02,86,0.244
C101907,18,18,6262.29,94,0.191
C101908,29,29,4376.26,93,0.312
C101909,15,15,4874.55,92,0.163
C101910,11,11,2677.81,77,0.143
C101911,11,11,2589.73,73,0.151
C101912,19,18,4934.34,85,0.224
C101913,21,21,5778.53,92,0.228
C101914,16,15,3982.81,88,0.182
C101915,9,9,4078.04,82,0.11
C101916,18,17,4398.99,83,0.217
C101917,19,18,2880.55,87,0.218
C101918,21,21,4674.21,91,0.231
C101919,25,25,6097.19,94,0.266
C101920,21,21,2804.91,90,0.233
C101921,18,18,4924.87,76,0.237
C101922,16,16,4150.76,80,0.2
C101923,10,10,5689.8,85,0.118
C101924,21,20,4485.24,95,0.221
C101925,23,23,3892.36,84,0.274
C101926,17,17,3821.45,87,0.195
C101927,18,18,3277.03,88,0.205
C101928,20,20,3136.25,91,0.22
C101929,18,18,2652.33,81,0.222
C101930,23,23,3983.66,92,0.25
C101931,15,15,5149.97,91,0.165
C101932,22,22,4110.58,82,0.268
C101933,20,19,5989.39,92,0.217
C101934,12,12,4070.85,55,0.218
C101935,13,13,7722.96,83,0.157
C101936,18,18,4027.03,91,0.198
C101937,20,19,4128.88,89,0.225
C101938,8,8,4176.88,86,0.093
C101939,17,17,7754.71,79,0.215
C101940,19,19,3771.45,86,0.221
C101941,15,15,3825.5,77,0.195
C101942,21,21,5670.72,81,0.259
C101943,17,17,4395.16,83,0.205
C101944,15,15,3442.29,85,0.176
C101945,20,20,5287.47,87,0.23
C101946,25,23,4931.76,86,0.291
C101947,13,13,4818.28,87,0.149
C101948,21,21,6206.43,86,0.244
C101949,19,19,4282.03,87,0.218
C101950,16,16,4652.96,90,0.178
C101951,18,18,3269.91,89,0.202
C101952,21,20,3962.17,93,0.226
C101953,24,24,3393.13,78,0.308
C101954,15,15,4149.16,92,0.163
C101955,15,14,4399.01,88,0.17
C101956,22,22,5983.71,93,0.237
C101957,18,18,3243.18,83,0.217
C101958,17,17,4056.89,91,0.187
C101959,14,14,4548.85,94,0.149
C101960,24,24,4484.17,93,0.258
C101961,17,17,4284.62,82,0.207
C101962,23,23,3825.56,87,0.264
C101963,14,14,5523.65,88,0.159
C101964,20,20,4831.07,79,0.253
C101965,15,15,7128.22,90,0.167
C101966,14,14,9539.97,93,0.151
C101967,18,18,3770.13,88,0.205
C101968,20,20,4180.09,88,0.227
C101969,14,14,4843.54,88,0.159
C101970,14,14,6640.32,75,0.187
C101971,19,19,4602.95,90,0.211
C101972,12,12,1881.05,95,0.126
C101973,15,15,2875.78,80,0.188
C101974,21,21,6516.09,87,0.241
C101975,30,30,4057.73,90,0.333
C101976,18,17,5072.22,91,0.198
C101977,26,25,4219.79,94,0.277
C101978,22,22,4330.95,91,0.242
C101979,20,20,5771.66,88,0.227
C101980,14,14,10271.09,71,0.197
C101981,24,24,3544.82,76,0.316
C101982,16,16,4997.81,89,0.18
C101983,22,22,3452.7,89,0.247
C101984,28,28,3615.41,89,0.315
C101985,20,20,4252.32,93,0.215
C101986,19,19,3388.74,84,0.226
C101987,13,13,4509.54,89,0.146
C101988,17,17,2403.1,83,0.205
C101989,16,16,4763.84,90,0.178
C101990,22,22,8180.6,88,0.25
C101991,22,22,4129.94,77,0.286
C101992,19,18,5878.46,88,0.216
C101993,20,20,3133.0,92,0.217
C101994,12,12,4383.42,81,0.148
C101995,22,22,3833.62,86,0.256
C101996,19,19,3943.07,89,0.213
C101997,17,16,2497.5,91,0.187
C101998,17,17,3991.26,87,0.195
C101999,21,21,3888.83,88,0.239
C102000,19,19,5923.4,86,0.221
C102001,20,20,4235.38,90,0.222
C102002,22,21,4624.31,92,0.239
C102003,21,21,6943.56,91,0.231
C102004,24,23,3936.86,94,0.255
C102005,15,15,5067.26,91,0.165
C102006,24,23,3446.33,94,0.255
C102007,23,23,4026.89,75,0.307
C102008,15,15,6502.54,75,0.2
C102009,12,12,4151.92,91,0.132
C102010,15,15,3794.61,94,0.16
C102011,17,17,3064.31,81,0.21
C102012,22,22,3821.2,86,0.256
C102013,16,16,4010.58,72,0.222
C102014,13,13,3455.98,86,0.151
C102015,26,25,5579.09,86,0.302
C102016,16,15,4135.06,87,0.184
C102017,22,22,4525.58,92,0.239
C102018,22,21,6669.3,91,0.242
C102019,16,16,3317.8,93,0.172
C102020,13,13,2425.79,83,0.157
C102021,17,16,5027.23,76,0.224
C102022,19,19,5004.0,74,0.257
C102023,20,20,5209.16,86,0.233
C102024,15,15,3570.46,86,0.174
C102025,23,23,5171.63,85,0.271
C102026,13,13,3154.42,92,0.141
C102027,15,15,5055.16,77,0.195
C102028,22,22,5198.35,94,0.234
C102029,17,17,5536.2,75,0.227
C102030,16,16,5501.48,85,0.188
C102031,20,20,4005.7,92,0.217
C102032,19,18,3561.41,87,0.218
C102033,26,26,4520.99,83,0.313
C102034,19,19,5964.09,84,0.226
C102035,22,22,4653.64,90,0.244
C102036,17,17,3578.79,87,0.195
C102037,17,17,2841.14,89,0.191
C102038,22,21,5357.66,85,0.259
C102039,16,16,6968.64,84,0.19
C102040,17,17,3638.93,80,0.212
C102041,29,29,4809.54,88,0.33
C102042,19,19,3634.06,91,0.209
C102043,25,24,6220.02,94,0.266
C102044,26,26,4124.8,94,0.277
C102045,14,14,4875.79,83,0.169
C102046,18,18,5393.67,91,0.198
C102047,17,17,3430.63,88,0.193
C102048,16,16,4633.44,77,0.208
C102049,19,19,3046.57,94,0.202
C102050,21,21,4190.52,90,0.233
C102051,16,16,4703.08,79,0.203
C102052,13,13,3256.17,82,0.159
C102053,28,28,5007.37,88,0.318
C102054,15,15,4639.23,86,0.174
C102055,13,13,4371.67,63,0.206
C102056,17,17,3951.83,90,0.189
C102057,24,24,7622.24,88,0.273
C102058,25,25,7123.96,85,0.294
C102059,11,11,3639.61,89,0.124
C102060,27,27,3853.9,81,0.333
C102061,15,15,4870.21,63,0.238
C102062,20,19,3900.4,84,0.238
C102063,23,23,5912.84,76,0.303
C102064,17,17,5871.35,83,0.205
C102065,19,19,4243.63,84,0.226
C102066,16,16,3474.56,75,0.213
C102067,22,22,4019.39,91,0.242
C102068,18,17,4921.8,86,0.209
C102069,24,24,3312.3,93,0.258
C102070,13,13,2776.89,94,0.138
C102071,18,18,8115.88,80,0.225
C102072,13,13,7726.51,93,0.14
C102073,19,18,3643.8,86,0.221
C102074,15,15,3447.17,89,0.169
C102075,11,11,8121.13,88,0.125
C102076,18,18,3685.19,82,0.22
C102077,23,23,3900.42,77,0.299
C102078,20,20,3030.04,90,0.222
C102079,14,14,5707.93,80,0.175
C102080,22,22,4487.54,86,0.256
C102081,16,16,2898.23,91,0.176
C102082,21,20,4571.29,88,0.239
C102083,20,19,4543.73,87,0.23
C102084,27,27,3429.97,93,0.29
C102085,16,16,5315.17,76,0.211
C102086,14,14,3699.33,73,0.192
C102087,19,17,5250.43,75,0.253
C102088,13,13,4890.86,77,0.169
C102089,22,22,3096.07,84,0.262
C102090,11,11,4838.97,79,0.139
C102091,21,21,5984.36,93,0.226
C102092,12,12,4432.97,60,0.2
C102093,30,30,6402.48,94,0.319
C102094,12,12,6061.37,86,0.14
C102095,12,12,5614.28,68,0.176
C102096,17,17,5239.3,85,0.2
C102097,15,15,3753.59,78,0.192
C102098,18,18,3376.23,88,0.205
C102099,22,22,3202.62,89,0.247
C102100,13,13,3514.31,91,0.143
C102101,23,22,2957.8,93,0.247
C102102,17,17,4293.25,82,0.207
C102103,17,17,3025.44,84,0.202
C102104,17,17,2558.11,91,0.187
C102105,19,19,3388.77,93,0.204
C102106,17,17,4037.08,87,0.195
C102107,17,17,4454.95,87,0.195
C102108,19,19,2245.04,83,0.229
C102109,21,21,8889.56,83,0.253
C102110,24,24,3629.22,83,0.289
C102111,18,18,4469.7,78,0.231
C102112,14,14,4379.85,86,0.163
C102113,22,22,4784.31,87,0.253
C102114,22,21,2853.56,91,0.242
C102115,20,20,5833.45,93,0.215
C102116,30,30,2871.92,89,0.337
C102117,18,18,3681.2,89,0.202
C102118,16,16,5568.14,90,0.178
C102119,18,17,5666.07,92,0.196
C102120,18,18,3870.52,91,0.198
C102121,13,13,3042.54,87,0.149
C102122,12,12,4377.8,61,0.197
C102123,20,20,7086.21,85,0.235
C102124,20,20,5241.42,85,0.235
C102125,15,15,4920.21,87,0.172
C102126,21,21,7704.88,86,0.244
C102127,16,16,5367.28,89,0.18
C102128,24,24,5651.61,88,0.273
C102129,16,16,3649.79,67,0.239
C102130,23,23,11783.31,83,0.277
C102131,16,16,2840.18,87,0.184
C102132,23,23,3578.42,84,0.274
C102133,12,12,5520.64,94,0.128
C102134,15,15,2509.03,85,0.176
C102135,20,20,4995.61,87,0.23
C102136,30,30,3772.78,87,0.345
C102137,21,21,6484.63,83,0.253
C102138,16,16,2980.57,81,0.198
C102139,15,15,6449.66,95,0.158
C102140,23,23,6254.8,81,0.284
C102141,11,11,5808.59,93,0.118
C102142,15,15,4315.03,86,0.174
C102143,20,20,2574.89,91,0.22
C102144,17,17,4572.96,76,0.224
C102145,15,15,5194.69,82,0.183
C102146,18,18,5916.66,81,0.222
C102147,22,22,5347.87,91,0.242
C102148,15,15,3995.69,83,0.181
C102149,20,20,4224.74,92,0.217
C102150,18,18,3847.33,90,0.2
C102151,23,22,3996.52,88,0.261
C102152,18,18,5635.02,94,0.191
C102153,14,14,5822.98,89,0.157
C102154,20,19,2877.79,86,0.233
C102155,14,14,4690.97,85,0.165
C102156,15,15,3406.56,75,0.2
C102157,18,17,4345.06,82,0.22
C102158,18,18,4578.61,89,0.202
C102159,14,14,4213.13,87,0.161
C102160,14,14,5757.65,92,0.152
C102161,16,16,6000.89,82,0.195
C102162,17,17,4579.07,82,0.207
C102163,21,21,4170.06,92,0.228
C102164,15,15,4072.97,92,0.163
C102165,17,17,5522.61,84,0.202
C102166,19,19,5335.54,86,0.221
C102167,13,13,2909.83,72,0.181
C102168,21,21,3283.26,87,0.241
C102169,14,14,3478.34,87,0.161
C102170,21,21,4621.83,73,0.288
C102171,14,14,7599.39,94,0.149
C102172,15,15,5294.49,76,0.197
C102173,22,22,3849.98,90,0.244
C102174,25,25,3322.0,93,0.269
C102175,18,17,3857.86,87,0.207
C102176,22,22,4641.68,70,0.314
C102177,19,19,3614.26,76,0.25
C102178,17,16,2849.19,91,0.187
C102179,28,28,4390.75,93,0.301
C102180,14,14,5690.71,78,0.179
C102181,23,22,3194.73,88,0.261
C102182,12,12,9271.62,84,0.143
C102183,21,21,5206.46,93,0.226
C102184,18,18,4543.66,85,0.212
C102185,14,14,4897.31,88,0.159
C102186,21,21,3879.76,89,0.236
C102187,11,11,2606.82,73,0.151
C102188,20,20,3657.28,92,0.217
C102189,20,20,2082.6,92,0.217
C102190,17,17,3877.95,81,0.21
C102191,17,17,5794.11,94,0.181
C102192,17,17,5935.91,78,0.218
C102193,19,19,4417.54,89,0.213
C102194,25,25,3564.85,94,0.266
C102195,23,23,4347.51,89,0.258
C102196,19,19,4331.72,82,0.232
C102197,15,15,2534.19,88,0.17
C102198,21,19,6485.74,89,0.236
C102199,17,16,4684.1,88,0.193
C102200,24,23,6238.79,91,0.264
C102201,24,24,3539.48,86,0.279
C102202,18,18,3825.6,79,0.228
