entity_id,entity_type,rule_id,severity,evidence_ids,rule_desc
C100844,client,R15_sanctions,3,TWHPNR5PJXB3B,País alto risco (receiver): country_risk=High
C100246,client,R15_sanctions,3,T9EGCQGE41NXN,País alto risco (receiver): country_risk=High
C101378,client,R15_sanctions,3,TV4G4U86L17N9,País alto risco (receiver): country_risk=High
C100751,client,R15_sanctions,3,T3KYHJF3LRR9N,País alto risco (receiver): country_risk=High
C101700,client,R15_sanctions,3,TFM03BGDNDMWQ,País alto risco (receiver): country_risk=High
C101532,client,R15_sanctions,3,TMHR8SO9LF4F9,País alto risco (receiver): country_risk=High
C102196,client,R15_sanctions,3,TMKS4MKV8XZHR,País alto risco (receiver): country_risk=High
C100316,client,R15_sanctions,3,T7T5JQZQQ8BVE,País alto risco (receiver): country_risk=High
C102163,client,R15_sanctions,3,T69OSFMK5M28P,País alto risco (receiver): country_risk=High
C100727,client,R15_sanctions,3,TKKAWHRR54LGD,País alto risco (receiver): country_risk=High
C100364,client,R15_sanctions,3,TH1X4LSOVWSMP,País alto risco (receiver): country_risk=High
C100568,client,R15_sanctions,3,TWT9YLB35OKXO,País alto risco (receiver): country_risk=High
C101914,client,R15_sanctions,3,T9QMQ0D002W7R,País alto risco (receiver): country_risk=High
C101102,client,R15_sanctions,3,TATQ6QF650BIL,País alto risco (receiver): country_risk=High
C102143,client,R15_sanctions,3,T6VSIBY790QOY,País alto risco (receiver): country_risk=High
C100213,client,R15_sanctions,3,T0BH6K5NKJQIF,País alto risco (receiver): country_risk=High
C101030,client,R15_sanctions,3,TCTLNY9VIPN1K,País alto risco (receiver): country_risk=High
C102029,client,R15_sanctions,3,TH3SSOSI5H75G,País alto risco (receiver): country_risk=High
C100340,client,R15_sanctions,3,TT9OKHVZE6GKC,País alto risco (receiver): country_risk=High
C101220,client,R15_sanctions,3,TT50H67DEM282,País alto risco (receiver): country_risk=High
C100828,client,R15_sanctions,3,TGNL3WVWBML1F,País alto risco (receiver): country_risk=High
C102044,client,R15_sanctions,3,THKXN2NGHJ1S2,País alto risco (receiver): country_risk=High
C102111,client,R15_sanctions,3,TFD1WDBZ25FO8,País alto risco (receiver): country_risk=High
C101592,client,R15_sanctions,3,TPP9YHC0L8JZ8,País alto risco (receiver): country_risk=High
C101435,client,R15_sanctions,3,T195BEGTUB5PW,País alto risco (receiver): country_risk=High
C101538,client,R15_sanctions,3,TH82NDMV4SRAV,País alto risco (receiver): country_risk=High
C102179,client,R15_sanctions,3,TOBUXGWU0EXB4,País alto risco (receiver): country_risk=High
C100067,client,R15_sanctions,3,TPOXXL9L0YW0P,País alto risco (receiver): country_risk=High
C101011,client,R15_sanctions,3,T4GZCS6C6DSR2,País alto risco (receiver): country_risk=High
C100266,client,R15_sanctions,3,T6TFGAPAM1KIO,País alto risco (receiver): country_risk=High
C102362,client,R15_sanctions,3,TFKPBGRM4IQ8A,País alto risco (receiver): country_risk=High
C101895,client,R15_sanctions,3,TSIIZ3VWCFYSS,País alto risco (receiver): country_risk=High
C101086,client,R15_sanctions,3,TNGN0EZOXEP46,País alto risco (receiver): country_risk=High
C101844,client,R15_sanctions,3,TK9JDNN6Y8MJ4,País alto risco (receiver): country_risk=High
C101757,client,R15_sanctions,3,T7XLKZWUSZ35F,País alto risco (receiver): country_risk=High
C100279,client,R15_sanctions,3,TUNN7UBW6J6QT,País alto risco (receiver): country_risk=High
C102378,client,R15_sanctions,3,TPZQCGG6DJK6J,País alto risco (receiver): country_risk=High
C100125,client,R15_sanctions,3,TP5BD270UC74J,País alto risco (receiver): country_risk=High
C100640,client,R15_sanctions,3,TY2XL490PKHGT,País alto risco (receiver): country_risk=High
C100595,client,R15_sanctions,3,TW9GDMCEM60VG,País alto risco (receiver): country_risk=High
C101522,client,R15_sanctions,3,TJ0O6HGSY6D8F,País alto risco (receiver): country_risk=High
C101693,client,R15_sanctions,3,TIUUTTIV4IKGR,País alto risco (receiver): country_risk=High
C100033,client,R15_sanctions,3,TIUPC73Y0R3J9,País alto risco (receiver): country_risk=High
C102293,client,R15_sanctions,3,TQDVD4RO1QQR2,País alto risco (receiver): country_risk=High
C102001,client,R15_sanctions,3,TTOI569SWRR7W,País alto risco (receiver): country_risk=High
C102065,client,R15_sanctions,3,TDFVEDP63S401,País alto risco (receiver): country_risk=High
C102032,client,R15_sanctions,3,TM21B9PBLUURU,País alto risco (receiver): country_risk=High
C101979,client,R15_sanctions,3,TGM1DQ28MYX5X,País alto risco (receiver): country_risk=High
C101754,client,R15_sanctions,3,TI5J3YFP6DE4B,País alto risco (receiver): country_risk=High
C101929,client,R15_sanctions,3,TAZQO4OVR6V1U,País alto risco (receiver): country_risk=High
C100579,client,R15_sanctions,3,THLGHD1C3ZUGS,País alto risco (receiver): country_risk=High
C100261,client,R15_sanctions,3,T541NUB26U34V,País alto risco (receiver): country_risk=High
C101551,client,R15_sanctions,3,TIHGQYF07V7DK,País alto risco (receiver): country_risk=High
C100866,client,R15_sanctions,3,TCTVMESSVARV1,País alto risco (receiver): country_risk=High
C101028,client,R15_sanctions,3,TFNO8A1FBZUMA,País alto risco (receiver): country_risk=High
C102013,client,R15_sanctions,3,TZQFG777YUH1E,País alto risco (receiver): country_risk=High
C101749,client,R15_sanctions,3,TLE6QET2X9BAL,País alto risco (receiver): country_risk=High
C100594,client,R15_sanctions,3,T4UVUIDGYN25I,País alto risco (receiver): country_risk=High
C100348,client,R15_sanctions,3,TZJNIJIHE7Y9F,País alto risco (receiver): country_risk=High
C100208,client,R15_sanctions,3,T1RBY9QKZXVN5,País alto risco (receiver): country_risk=High
C100443,client,R15_sanctions,3,T7N809IRK5GBU,País alto risco (receiver): country_risk=High
C100967,client,R15_sanctions,3,T2EKZS35DR25J,País alto risco (receiver): country_risk=High
C100177,client,R15_sanctions,3,T8YVC62WTAY1N,País alto risco (receiver): country_risk=High
C100941,client,R15_sanctions,3,TBIRRNC8ML9B1,País alto risco (receiver): country_risk=High
C102221,client,R15_sanctions,3,T91BLFPE0OIP6,País alto risco (receiver): country_risk=High
C100110,client,R15_sanctions,3,TFUM9EBN4068J,País alto risco (receiver): country_risk=High
C100698,client,R15_sanctions,3,T9CRJLES8MGXV,País alto risco (receiver): country_risk=High
C101113,client,R15_sanctions,3,T2NVEHE3X5C3O,País alto risco (receiver): country_risk=High
C101894,client,R15_sanctions,3,TADZ0M5HUWCCF,País alto risco (receiver): country_risk=High
C100519,client,R15_sanctions,3,TZBQ48YSWHV3Q,País alto risco (receiver): country_risk=High
C100388,client,R15_sanctions,3,TUUPRB24OXINN,País alto risco (receiver): country_risk=High
C102168,client,R15_sanctions,3,TJZ1QFL2PNXK2,País alto risco (receiver): country_risk=High
C102386,client,R15_sanctions,3,TJ21ASI1KJQF2,País alto risco (receiver): country_risk=High
C101874,client,R15_sanctions,3,T2E9GQ2XLK5MW,País alto risco (receiver): country_risk=High
C101798,client,R15_sanctions,3,THPU773JUJ4IK,País alto risco (receiver): country_risk=High
C100183,client,R15_sanctions,3,TIX0RZGYP5XTY,País alto risco (receiver): country_risk=High
C101547,client,R15_sanctions,3,TOJ85L5M6CCXH,País alto risco (receiver): country_risk=High
C102267,client,R15_sanctions,3,TIMU76SPB922V,País alto risco (receiver): country_risk=High
C100509,client,R15_sanctions,3,T8JCIYDAUHJGM,País alto risco (receiver): country_risk=High
C100631,client,R15_sanctions,3,TQHFJPNUNDQ89,País alto risco (receiver): country_risk=High
C101419,client,R15_sanctions,3,TVU44OUSA7M0P,País alto risco (receiver): country_risk=High
C100623,client,R15_sanctions,3,TO7A3W9XMRVWD,País alto risco (receiver): country_risk=High
C101758,client,R15_sanctions,3,TUKRBCZFBLQ97,País alto risco (receiver): country_risk=High
C101885,client,R15_sanctions,3,T1RZSYJAGULPZ,País alto risco (receiver): country_risk=High
C101117,client,R15_sanctions,3,TRV0063PDLMK8,País alto risco (receiver): country_risk=High
C100420,client,R15_sanctions,3,TSJI0Y8X86IRD,País alto risco (receiver): country_risk=High
C102291,client,R15_sanctions,3,TO1DKCFTKHC8V,País alto risco (receiver): country_risk=High
C101651,client,R15_sanctions,3,TBG6I85ADV07G,País alto risco (receiver): country_risk=High
C101857,client,R15_sanctions,3,TXMVF8YNYBHDY,País alto risco (receiver): country_risk=High
C101240,client,R15_sanctions,3,TKEB6DUKUZU3F,País alto risco (receiver): country_risk=High
C101973,client,R15_sanctions,3,T3VP1HWRBF614,País alto risco (receiver): country_risk=High
C101677,client,R15_sanctions,3,T43ZNMPQWMMU8,País alto risco (receiver): country_risk=High
C101065,client,R15_sanctions,3,T6TS5SP2NJ96D,País alto risco (receiver): country_risk=High
C100205,client,R15_sanctions,3,TFWVMQU8V5L4K,País alto risco (receiver): country_risk=High
C101158,client,R15_sanctions,3,T9MB1IBMMPICO,País alto risco (receiver): country_risk=High
C100382,client,R15_sanctions,3,TXCIZSAMSAQVN,País alto risco (receiver): country_risk=High
C101352,client,R15_sanctions,3,TSYGCMZTS45KF,País alto risco (receiver): country_risk=High
C101770,client,R15_sanctions,3,TB63001SOQ3LW,País alto risco (receiver): country_risk=High
C102009,client,R15_sanctions,3,TC8O9FU4TWGWZ,País alto risco (receiver): country_risk=High
C101665,client,R15_sanctions,3,TWLM8GDOAGQB7,País alto risco (receiver): country_risk=High
C101546,client,R15_sanctions,3,TXFUJ5K4CR257,País alto risco (receiver): country_risk=High
C102322,client,R15_sanctions,3,TJ7PKRDK3ET9M,País alto risco (receiver): country_risk=High
C100890,client,R15_sanctions,3,TOLUEFVY9Y18Y,País alto risco (receiver): country_risk=High
C102468,client,R15_sanctions,3,TQZEBXIUZW7NS,País alto risco (receiver): country_risk=High
C100881,client,R15_sanctions,3,TASUEYHVLAEZ5,País alto risco (receiver): country_risk=High
C100853,client,R15_sanctions,3,TZ1O0NLVZOOF8,País alto risco (receiver): country_risk=High
C100421,client,R15_sanctions,3,T0RKAPOZG5POP,País alto risco (receiver): country_risk=High
C101563,client,R15_sanctions,3,TJBTUMZ8V2DW7,País alto risco (receiver): country_risk=High
C100707,client,R15_sanctions,3,T6OTM4FV5VQCJ,País alto risco (receiver): country_risk=High
C100695,client,R15_sanctions,3,TXF3DCAM8KO7K,País alto risco (receiver): country_risk=High
C101299,client,R15_sanctions,3,TO7KQHJIBL578,País alto risco (receiver): country_risk=High
C100931,client,R15_sanctions,3,TU16DX7E6YW58,País alto risco (receiver): country_risk=High
C101856,client,R15_sanctions,3,TRSH1B3BR3UN2,País alto risco (receiver): country_risk=High
C100711,client,R15_sanctions,3,TZEENXU2KL56A,País alto risco (receiver): country_risk=High
C100680,client,R15_sanctions,3,THK7WDALKYSJD,País alto risco (receiver): country_risk=High
C100786,client,R15_sanctions,3,T3L1M0BO4QXID,País alto risco (receiver): country_risk=High
C102391,client,R15_sanctions,3,T0MBX4UQAJ3JL,País alto risco (receiver): country_risk=High
C102004,client,R15_sanctions,3,TUOBNHHIW86YE,País alto risco (receiver): country_risk=High
C101208,client,R15_sanctions,3,TNHZDN7D6LYK6,País alto risco (receiver): country_risk=High
C102155,client,R15_sanctions,3,TEN7KXBUEV155,País alto risco (receiver): country_risk=High
C102492,client,R15_sanctions,3,TSXBQNLV26SIC,País alto risco (receiver): country_risk=High
C102189,client,R15_sanctions,3,T0GEOWUVN4SJ8,País alto risco (receiver): country_risk=High
C101465,client,R15_sanctions,3,T3ZP865IVDOUH,País alto risco (receiver): country_risk=High
C101207,client,R15_sanctions,3,TETVVZCX468KD,País alto risco (receiver): country_risk=High
C101847,client,R15_sanctions,3,TULVG00AK51D1,País alto risco (receiver): country_risk=High
C102306,client,R15_sanctions,3,TSX4NWGHD0KSC,País alto risco (receiver): country_risk=High
C101222,client,R15_sanctions,3,TLDNXVROQV4AX,País alto risco (receiver): country_risk=High
C102222,client,R15_sanctions,3,TRKSL0S1BNVM4,País alto risco (receiver): country_risk=High
C102094,client,R15_sanctions,3,TSV8P3SJKT43Q,País alto risco (receiver): country_risk=High
C101661,client,R15_sanctions,3,TAHRM06ZRWXKH,País alto risco (receiver): country_risk=High
C102434,client,R15_sanctions,3,TDO95SWZ8H9TQ,País alto risco (receiver): country_risk=High
C100870,client,R15_sanctions,3,TG4XIWY5LKFSM,País alto risco (receiver): country_risk=High
C101277,client,R15_sanctions,3,THVTISJY78T9X,País alto risco (receiver): country_risk=High
C102403,client,R15_sanctions,3,TLQIFD9AWJ76Q,País alto risco (receiver): country_risk=High
C101783,client,R15_sanctions,3,THFPO4P0UGMW5,País alto risco (receiver): country_risk=High
C100818,client,R15_sanctions,3,TD57IFCPA5KLS,País alto risco (receiver): country_risk=High
C101920,client,R15_sanctions,3,T37V5E0090VJA,País alto risco (receiver): country_risk=High
C100478,client,R15_sanctions,3,T92I6BJ7T0K0X,País alto risco (receiver): country_risk=High
C100224,client,R15_sanctions,3,TD9NP86642EVB,País alto risco (receiver): country_risk=High
C100520,client,R15_sanctions,3,TTVFTQ8E8AMVQ,País alto risco (receiver): country_risk=High
C100999,client,R15_sanctions,3,TB98HD43FFTL6,País alto risco (receiver): country_risk=High
C100175,client,R15_sanctions,3,TEQWZI47CYGDF,País alto risco (receiver): country_risk=High
C102070,client,R15_sanctions,3,TVCUDALSHAYIR,País alto risco (receiver): country_risk=High
C100767,client,R15_sanctions,3,TSBJ1EN9XHUK9,País alto risco (receiver): country_risk=High
C101888,client,R15_sanctions,3,TICIHOHPED4E0,País alto risco (receiver): country_risk=High
C101170,client,R15_sanctions,3,TIQ3T9WZOTBU9,País alto risco (receiver): country_risk=High
C100831,client,R15_sanctions,3,TR6EFSXCBEKNE,País alto risco (receiver): country_risk=High
C100953,client,R15_sanctions,3,T8B0SYOY1NIJJ,País alto risco (receiver): country_risk=High
C100833,client,R15_sanctions,3,T2RO11AI5HVUV,País alto risco (receiver): country_risk=High
C100842,client,R15_sanctions,3,TBTOD8A7T8E7W,País alto risco (receiver): country_risk=High
C101349,client,R15_sanctions,3,TWKNRM2E3VMPD,País alto risco (receiver): country_risk=High
C101609,client,R15_sanctions,3,TZMT5CS29JCKF,País alto risco (receiver): country_risk=High
C101401,client,R15_sanctions,3,TLAKDZC2YLACE,País alto risco (receiver): country_risk=High
C101364,client,R15_sanctions,3,TLEE6NZH5PFLE,País alto risco (receiver): country_risk=High
C101755,client,R15_sanctions,3,TCQCUMUBDVNJ5,País alto risco (receiver): country_risk=High
C100029,client,R15_sanctions,3,TUE9NQAT8AJVI,País alto risco (receiver): country_risk=High
C101647,client,R15_sanctions,3,TB0FFR3F8AXSH,País alto risco (receiver): country_risk=High
C102307,client,R15_sanctions,3,TFVH3QKHUZ387,País alto risco (receiver): country_risk=High
C101484,client,R15_sanctions,3,TISOV4GPKZV6R,País alto risco (receiver): country_risk=High
C100837,client,R15_sanctions,3,TT94KQ67Q0Q92,País alto risco (receiver): country_risk=High
C101775,client,R15_sanctions,3,TZO65TO7Y4BKK,País alto risco (receiver): country_risk=High
C100379,client,R15_sanctions,3,TX0BIPNLOY3R1,País alto risco (receiver): country_risk=High
C102352,client,R15_sanctions,3,TUHO0WGLDSQFT,País alto risco (receiver): country_risk=High
C100171,client,R15_sanctions,3,TQBU4CMQINDUS,País alto risco (receiver): country_risk=High
C101669,client,R15_sanctions,3,T63874ZUT6WAN,País alto risco (receiver): country_risk=High
C101721,client,R15_sanctions,3,TPA12LH67JWEL,País alto risco (receiver): country_risk=High
C100700,client,R15_sanctions,3,TFHYG35U9XCYX,País alto risco (receiver): country_risk=High
C100947,client,R15_sanctions,3,TT1Z7H87PMSWJ,País alto risco (receiver): country_risk=High
C101876,client,R15_sanctions,3,T2GNH8KWW78AH,País alto risco (receiver): country_risk=High
C101393,client,R15_sanctions,3,TWIRJQVO9IIGT,País alto risco (receiver): country_risk=High
C101648,client,R15_sanctions,3,T9NRRMGRASW3H,País alto risco (receiver): country_risk=High
C100365,client,R15_sanctions,3,TKNZDYTGDEF27,País alto risco (receiver): country_risk=High
C101373,client,R15_sanctions,3,T0WWJQBYLJ9CV,País alto risco (receiver): country_risk=High
C100325,client,R15_sanctions,3,THNPPJB5ZBZWC,País alto risco (receiver): country_risk=High
C102320,client,R15_sanctions,3,T4FB5ZDHN8YGF,País alto risco (receiver): country_risk=High
C102272,client,R15_sanctions,3,T6NP8F8MGPB5L,País alto risco (receiver): country_risk=High
C102339,client,R15_sanctions,3,TXMFB73368M7P,País alto risco (receiver): country_risk=High
C100404,client,R15_sanctions,3,TMFMX76MJJIO3,País alto risco (receiver): country_risk=High
C101256,client,R15_sanctions,3,T9PG8Q1DQ591R,País alto risco (receiver): country_risk=High
C100650,client,R15_sanctions,3,TVOKWUZP3CSQU,País alto risco (receiver): country_risk=High
C102348,client,R15_sanctions,3,TMU24ZYS389IX,País alto risco (receiver): country_risk=High
C100212,client,R15_sanctions,3,TVSL1EKSNFRH0,País alto risco (receiver): country_risk=High
C101274,client,R15_sanctions,3,TSYVHPS9TIEF9,País alto risco (receiver): country_risk=High
C100869,client,R15_sanctions,3,T0AYJ0TS2N6TG,País alto risco (receiver): country_risk=High
C101038,client,R15_sanctions,3,TY3IS17YPT2V3,País alto risco (receiver): country_risk=High
C101275,client,R15_sanctions,3,TBDZ4KFHYRKQQ,País alto risco (receiver): country_risk=High
C102473,client,R15_sanctions,3,TXIDX4QP64WJZ,País alto risco (receiver): country_risk=High
C101331,client,R15_sanctions,3,TMLMDEZ6RL3F6,País alto risco (receiver): country_risk=High
C101262,client,R15_sanctions,3,TI41HOON83H4L,País alto risco (receiver): country_risk=High
C100964,client,R15_sanctions,3,TS39JAQQ270CW,País alto risco (receiver): country_risk=High
C101705,client,R15_sanctions,3,TUNOXTMHRTIY7,País alto risco (receiver): country_risk=High
C102049,client,R15_sanctions,3,THOBMELGMHQ7K,País alto risco (receiver): country_risk=High
C101442,client,R15_sanctions,3,TKYZU0PIL4BVQ,País alto risco (receiver): country_risk=High
C101422,client,R15_sanctions,3,TSN7SW6N5BVYH,País alto risco (receiver): country_risk=High
C100217,client,R15_sanctions,3,TRAWK7HQMJPKF,País alto risco (receiver): country_risk=High
C102358,client,R15_sanctions,3,TD9NHA5FAOUH0,País alto risco (receiver): country_risk=High
C102137,client,R15_sanctions,3,TOQANI3DMT00N,País alto risco (receiver): country_risk=High
C101699,client,R15_sanctions,3,TSCJHTA7YMCZ0,País alto risco (receiver): country_risk=High
C101456,client,R15_sanctions,3,TX0RKW3HBSM72,País alto risco (receiver): country_risk=High
C102425,client,R15_sanctions,3,TF55AVFJZ3BSJ,País alto risco (receiver): country_risk=High
C100049,client,R15_sanctions,3,T0IVMH2EN6LX0,País alto risco (receiver): country_risk=High
C101649,client,R15_sanctions,3,T2C67RVZXATAI,País alto risco (receiver): country_risk=High
C101523,client,R15_sanctions,3,TP812HOUC3Q6O,País alto risco (receiver): country_risk=High
C100291,client,R15_sanctions,3,TC6GL1XRT6WN9,País alto risco (receiver): country_risk=High
C100459,client,R15_sanctions,3,TKQIKLP4DQ040,País alto risco (receiver): country_risk=High
C100012,client,R15_sanctions,3,TVDIDRS2KDJJO,País alto risco (receiver): country_risk=High
C101772,client,R15_sanctions,3,TQ2SBS1S3ONHR,País alto risco (receiver): country_risk=High
C101816,client,R15_sanctions,3,TYT03DN9BEG3G,País alto risco (receiver): country_risk=High
C100779,client,R15_sanctions,3,TKC6YN1R1OASJ,País alto risco (receiver): country_risk=High
C102022,client,R15_sanctions,3,TR90OQ76M46RK,País alto risco (receiver): country_risk=High
C101954,client,R15_sanctions,3,TY38B9C8O7THC,País alto risco (receiver): country_risk=High
C100874,client,R15_sanctions,3,TOJTBGK59EDT6,País alto risco (receiver): country_risk=High
C101411,client,R15_sanctions,3,TIWCICO609QFG,País alto risco (receiver): country_risk=High
C101892,client,R15_sanctions,3,T1041HP33NSR4,País alto risco (receiver): country_risk=High
C101082,client,R15_sanctions,3,TTFFPEZHA9378,País alto risco (receiver): country_risk=High
C101583,client,R15_sanctions,3,TNTBF0YDYD9AY,País alto risco (receiver): country_risk=High
C100401,client,R15_sanctions,3,TL0EFTAGV4IC8,País alto risco (receiver): country_risk=High
C100453,client,R15_sanctions,3,T95GQH442GJWF,País alto risco (receiver): country_risk=High
C100612,client,R15_sanctions,3,TJIGGSJO6CA3P,País alto risco (receiver): country_risk=High
C101257,client,R15_sanctions,3,TMPA10JF0044G,País alto risco (receiver): country_risk=High
C100024,client,R15_sanctions,3,T113LMJ69NK1O,País alto risco (receiver): country_risk=High
C100346,client,R15_sanctions,3,TQKL0BX7MGSTD,País alto risco (receiver): country_risk=High
C101809,client,R15_sanctions,3,TGDIURD240UDF,País alto risco (receiver): country_risk=High
C100809,client,R15_sanctions,3,T8K3XLOFDHASC,País alto risco (receiver): country_risk=High
C102007,client,R15_sanctions,3,TYZ8DSNJ4DC9N,País alto risco (receiver): country_risk=High
C101713,client,R15_sanctions,3,TSEW5QNQQI0BM,País alto risco (receiver): country_risk=High
C100338,client,R15_sanctions,3,TAVXG4750HPHV,País alto risco (receiver): country_risk=High
C100366,client,R15_sanctions,3,TUVSS1ZZP8MOP,País alto risco (receiver): country_risk=High
C101114,client,R15_sanctions,3,TO0E4WB9BUCE7,País alto risco (receiver): country_risk=High
C100237,client,R15_sanctions,3,T1Q8EIB8AYRZ2,País alto risco (receiver): country_risk=High
C101126,client,R15_sanctions,3,TZ6NVFPVOJ1WV,País alto risco (receiver): country_risk=High
C100019,client,R15_sanctions,3,T6SVCOKFOOIUX,País alto risco (receiver): country_risk=High
C101786,client,R15_sanctions,3,T09J20W5TYD0O,País alto risco (receiver): country_risk=High
C100201,client,R15_sanctions,3,TIBFZ9RHNWS55,País alto risco (receiver): country_risk=High
C101007,client,R15_sanctions,3,TE9WX4HHFHQZS,País alto risco (receiver): country_risk=High
C100839,client,R15_sanctions,3,TNA9YNCIUYRVM,País alto risco (receiver): country_risk=High
C102283,client,R15_sanctions,3,TPE0WQHJ6Z25M,País alto risco (receiver): country_risk=High
C100630,client,R15_sanctions,3,TZN8IG6D2YP3M,País alto risco (receiver): country_risk=High
C100227,client,R15_sanctions,3,TVHN59NUZQ32U,País alto risco (receiver): country_risk=High
C101013,client,R15_sanctions,3,T0SU2K86SGF7P,País alto risco (receiver): country_risk=High
C101034,client,R15_sanctions,3,T3FAKDOW5WNC1,País alto risco (receiver): country_risk=High
C101217,client,R15_sanctions,3,TRS1KC6DT6R9Q,País alto risco (receiver): country_risk=High
C101006,client,R15_sanctions,3,T92R0ISZ652WH,País alto risco (receiver): country_risk=High
C100802,client,R15_sanctions,3,TP9Y9MX2K78AZ,País alto risco (receiver): country_risk=High
C100679,client,R15_sanctions,3,TAWIKNMWGR09A,País alto risco (receiver): country_risk=High
C102161,client,R15_sanctions,3,TDJ4UKLRMU3F0,País alto risco (receiver): country_risk=High
C101902,client,R15_sanctions,3,TA9B6GNHHT5NT,País alto risco (receiver): country_risk=High
C101557,client,R15_sanctions,3,TCPOCJ3BE33T5,País alto risco (receiver): country_risk=High
C101953,client,R15_sanctions,3,TAZB4PFT0YA7M,País alto risco (receiver): country_risk=High
C100876,client,R15_sanctions,3,T8991XHQ2E709,País alto risco (receiver): country_risk=High
C101467,client,R15_sanctions,3,T8C21W1497RIS,País alto risco (receiver): country_risk=High
C100324,client,R15_sanctions,3,TGLCZGOOVIHDJ,País alto risco (receiver): country_risk=High
C101322,client,R15_sanctions,3,TKT0JI8YYMZIM,País alto risco (receiver): country_risk=High
C102214,client,R15_sanctions,3,T3MCKJGXYCZX8,País alto risco (receiver): country_risk=High
C100424,client,R15_sanctions,3,T9PH08OQJVLF3,País alto risco (receiver): country_risk=High
C101858,client,R15_sanctions,3,TS5IHE0L09Q40,País alto risco (receiver): country_risk=High
C102152,client,R15_sanctions,3,T9FNJLML94XYJ,País alto risco (receiver): country_risk=High
C102454,client,R15_sanctions,3,TBAA7GBO7W5UU,País alto risco (receiver): country_risk=High
C101164,client,R15_sanctions,3,TFZW8FSKV6UT4,País alto risco (receiver): country_risk=High
C100313,client,R15_sanctions,3,TDQC1NNU6RFJX,País alto risco (receiver): country_risk=High
C100281,client,R15_sanctions,3,T17DU3YIJIA87,País alto risco (receiver): country_risk=High
C100068,client,R15_sanctions,3,T0BHT2Y3A0T9L,País alto risco (receiver): country_risk=High
C100335,client,R15_sanctions,3,TBHI591HDJLY1,País alto risco (receiver): country_risk=High
C101984,client,R15_sanctions,3,TDCMFPCFQO8L1,País alto risco (receiver): country_risk=High
C102297,client,R15_sanctions,3,TEBEJ66PD5MAH,País alto risco (receiver): country_risk=High
C100176,client,R15_sanctions,3,TYA07XI7GABSO,País alto risco (receiver): country_risk=High
C102000,client,R15_sanctions,3,TZFOV1PK7J85C,País alto risco (receiver): country_risk=High
C101886,client,R15_sanctions,3,T1PH4KZCQ2W99,País alto risco (receiver): country_risk=High
C100192,client,R15_sanctions,3,TZV5WDI0MYH3E,País alto risco (receiver): country_risk=High
C101267,client,R15_sanctions,3,TLBEP2RAYN78S,País alto risco (receiver): country_risk=High
C101663,client,R15_sanctions,3,TCQ5RYODY1QWX,País alto risco (receiver): country_risk=High
C102328,client,R15_sanctions,3,TSZQIV24YE86W,País alto risco (receiver): country_risk=High
C100677,client,R15_sanctions,3,TD5G3FQ9GZAPO,País alto risco (receiver): country_risk=High
C101815,client,R15_sanctions,3,TJEPV32LJ29HI,País alto risco (receiver): country_risk=High
C101671,client,R15_sanctions,3,T393XD3KEELI8,País alto risco (receiver): country_risk=High
C100352,client,R15_sanctions,3,TXTVVDT5UWH1E,País alto risco (receiver): country_risk=High
C101752,client,R15_sanctions,3,TIBVUISPUFF1W,País alto risco (receiver): country_risk=High
C100376,client,R15_sanctions,3,TS3HBVLWQKQNA,País alto risco (receiver): country_risk=High
C102302,client,R15_sanctions,3,T9DQBXXVPG7WE,País alto risco (receiver): country_risk=High
C102281,client,R15_sanctions,3,TPZNOI67W3YV5,País alto risco (receiver): country_risk=High
C100112,client,R15_sanctions,3,TM5UFAVS50BNA,País alto risco (receiver): country_risk=High
C102118,client,R15_sanctions,3,T9YR8233H5YM0,País alto risco (receiver): country_risk=High
C100772,client,R15_sanctions,3,T0UE9897J9BCK,País alto risco (receiver): country_risk=High
C102217,client,R15_sanctions,3,TT12IIQJ6OMSW,País alto risco (receiver): country_risk=High
C101443,client,R15_sanctions,3,TH75H4NTFM9XL,País alto risco (receiver): country_risk=High
C100933,client,R15_sanctions,3,TMPBTT8BBEEUD,País alto risco (receiver): country_risk=High
C102060,client,R15_sanctions,3,T1T7IVJF50U9P,País alto risco (receiver): country_risk=High
C102185,client,R15_sanctions,3,TFGF9SDB72PK6,País alto risco (receiver): country_risk=High
C102249,client,R15_sanctions,3,TZ3T65JM65YPO,País alto risco (receiver): country_risk=High
C101376,client,R15_sanctions,3,TJX8RVFS8PDRR,País alto risco (receiver): country_risk=High
C100658,client,R15_sanctions,3,TR7RYJHOL33Q2,País alto risco (receiver): country_risk=High
C101500,client,R15_sanctions,3,TGL8DI4T4NABN,País alto risco (receiver): country_risk=High
C100616,client,R15_sanctions,3,TNCQDZOLFNIS3,País alto risco (receiver): country_risk=High
C100935,client,R15_sanctions,3,TQAXTW7QP4IA1,País alto risco (receiver): country_risk=High
C100332,client,R15_sanctions,3,TY4AZRRJ1AAY7,País alto risco (receiver): country_risk=High
C100350,client,R15_sanctions,3,T4ZR4P8ABDDY3,País alto risco (receiver): country_risk=High
C101410,client,R15_sanctions,3,T754D0J29X6QY,País alto risco (receiver): country_risk=High
C101167,client,R15_sanctions,3,TVH0SKEANJVWA,País alto risco (receiver): country_risk=High
C101056,client,R15_sanctions,3,TOTBE6GH5QE6T,País alto risco (receiver): country_risk=High
C101833,client,R15_sanctions,3,TLMISQY13E3RJ,País alto risco (receiver): country_risk=High
